population,edge_ids,@source_node,@target_node,efferent_section_id,efferent_surface_z,afferent_center_y,efferent_center_z,efferent_segment_id,afferent_surface_z,afferent_segment_id,afferent_center_z,efferent_surface_x,efferent_section_type,efferent_segment_offset,afferent_center_x,afferent_section_type,afferent_section_id,afferent_section_pos,afferent_surface_y,afferent_segment_offset,efferent_surface_y,afferent_surface_x,efferent_center_y,efferent_section_pos,efferent_center_x
V1_neurons__V1_neurons__chemical_synapse,45753058,49867,19473,748,8428.458,875.16846,8428.414,2,8428.666,12,8429.045,9150.713,2,0.18859649,9151.043,4,302,0.72568154,875.0307,0.8783518,874.9644,9150.851,874.94653,0.05637714,9150.717
V1_neurons__V1_neurons__chemical_synapse,45753059,49867,19473,749,8431.434,869.7594,8431.388,1,8432.089,2,8432.142,9155.595,2,0.28642452,9154.242,4,303,0.49013275,869.7748,0.9719938,869.9601,9154.331,869.97186,0.13663858,9155.59
V1_neurons__V1_neurons__chemical_synapse,45753060,49867,19473,750,8442.128,827.295,8442.115,21,8442.326,25,8442.344,9156.217,2,0.18684272,9157.0625,4,313,0.6815946,827.3429,0.113650836,827.89435,9156.993,827.87964,0.954708,9156.173
V1_neurons__V1_neurons__chemical_synapse,45753061,49867,19473,779,8422.529,911.2796,8422.548,8,8421.312,3,8421.208,9138.572,2,0.17381378,9137.83,4,281,0.5967661,911.3758,0.40309542,912.4998,9137.888,912.5437,0.6964953,9138.573
V1_neurons__V1_neurons__chemical_synapse,45753062,49867,19473,783,8404.279,925.07886,8404.2705,6,8404.689,1,8404.728,9150.264,2,0.4673105,9151.628,3,266,0.041016646,925.0021,0.09034015,924.1716,9151.514,924.1451,0.5364879,9150.225
V1_neurons__V1_neurons__chemical_synapse,45753063,49867,19473,784,8412.258,935.17926,8412.237,5,8412.961,5,8413.03,9140.813,2,0.84391385,9141.645,3,263,0.87833613,934.9913,0.37893528,933.0753,9141.57,933.0429,0.9348053,9140.785
V1_neurons__V1_neurons__chemical_synapse,45753064,49867,19473,785,8411.4375,938.6822,8411.406,1,8411.24,0,8412.5205,9137.821,2,1.2972537,9129.454,1,0,0.0,935.232,0.0,935.6558,9139.102,935.6804,0.18957958,9137.848
V1_neurons__V1_neurons__chemical_synapse,45753065,49867,19473,785,8410.437,938.6822,8410.405,3,8407.633,0,8412.5205,9133.321,2,0.74789625,9129.454,1,0,0.0,940.01794,0.0,939.23566,9138.451,939.26025,0.5666754,9133.348
V1_neurons__V1_neurons__chemical_synapse,45753066,49867,19473,785,8409.438,938.6822,8409.407,5,8406.363,0,8412.5205,9128.833,2,1.6717604,9129.454,1,0,0.0,946.88696,0.0,942.8059,9128.277,942.8305,0.9427668,9128.859
V1_neurons__V1_neurons__chemical_synapse,45753067,49867,19473,786,8411.951,938.6822,8411.91,3,8411.772,0,8412.5205,9137.136,2,0.37297717,9129.454,1,0,0.0,934.5487,0.0,935.28894,9138.887,935.31085,0.51764077,9137.147
V1_neurons__V1_neurons__chemical_synapse,45753068,49867,19473,845,8432.5205,892.94824,8432.54,4,8431.905,29,8431.867,9164.82,2,0.56484985,9165.341,4,324,0.52395546,893.0481,0.17799398,894.66547,9165.312,894.70575,0.6077087,9164.804
V1_neurons__V1_neurons__chemical_synapse,45753069,49867,19473,851,8435.818,895.69666,8435.841,3,8434.909,43,8434.868,9176.796,2,0.712099,9176.272,4,324,0.76177984,895.59607,0.3387263,893.3453,9176.295,893.28894,0.6832644,9176.809
V1_neurons__V1_neurons__chemical_synapse,45753070,49867,19473,934,8425.48,965.82855,8425.457,32,8425.619,25,8425.687,9109.18,2,1.6002773,9109.394,3,275,0.5301978,965.67,0.3099265,965.23486,9109.334,965.20953,0.84978426,9109.147
V1_neurons__V1_neurons__chemical_synapse,45753892,119069,19473,203,8412.992,952.2634,8413.093,68,8411.173,19,8411.016,9098.429,2,1.4574722,9098.159,3,277,0.72999895,952.2922,0.7047054,952.62823,9098.176,952.64233,0.7472497,9098.44
V1_neurons__V1_neurons__chemical_synapse,45753893,119069,19473,215,8421.98,941.27716,8422.029,23,8420.842,30,8420.759,9181.898,2,2.534957,9181.256,3,271,0.9826425,941.1652,0.566048,939.6287,9181.3,939.5986,0.4060584,9181.982
V1_neurons__V1_neurons__chemical_synapse,45754049,169253,19473,145,8418.205,936.12067,8418.265,6,8416.769,5,8416.669,9155.194,2,1.7568126,9156.699,3,270,0.22022307,936.0965,0.90954703,935.8231,9156.597,935.8223,0.11247753,9155.111
V1_neurons__V1_neurons__chemical_synapse,45754050,169253,19473,148,8415.051,961.2223,8415.104,6,8413.556,8,8413.426,9118.52,2,0.666657,9116.722,3,275,0.1847469,961.173,0.8533867,960.5835,9116.863,960.56305,0.19568758,9118.578
V1_neurons__V1_neurons__chemical_synapse,45754051,169253,19473,187,8419.03,940.29047,8418.935,15,8419.996,27,8420.126,9178.157,2,0.46710753,9178.012,3,271,0.87200433,940.2274,0.022935443,939.7418,9178.033,939.705,0.6222729,9178.155
V1_neurons__V1_neurons__chemical_synapse,117715345,2636,45243,24,8431.905,834.4879,8431.82,59,8432.547,15,8432.633,9132.032,2,0.1391686,9131.43,3,392,0.30039912,834.5229,0.33832616,834.8025,9131.504,834.82904,0.48912632,9132.081
V1_neurons__V1_neurons__chemical_synapse,117715346,2636,45243,24,8428.956,831.8811,8428.871,68,8429.357,15,8429.388,9128.281,2,0.37500107,9126.7295,3,393,0.17180437,831.9428,0.81175554,832.9632,9126.821,833.0024,0.55705124,9128.321
V1_neurons__V1_neurons__chemical_synapse,117715347,2636,45243,75,8461.766,865.9703,8461.844,25,8460.608,41,8460.411,9170.715,2,0.42572585,9171.326,3,326,0.7641483,865.955,0.7927779,865.8185,9171.233,865.8513,0.86948246,9170.661
V1_neurons__V1_neurons__chemical_synapse,117715348,2636,45243,76,8460.7295,868.7222,8460.69,2,8460.838,37,8460.864,9170.122,2,0.15825142,9169.278,3,326,0.69564736,868.8898,0.4538201,869.8176,9169.421,869.8124,0.08944349,9170.216
V1_neurons__V1_neurons__chemical_synapse,117715349,2636,45243,133,8460.171,867.8901,8460.2705,2,8460.429,39,8460.46,9171.166,2,0.33070394,9170.162,3,326,0.7204093,868.0304,0.3214364,868.72864,9170.329,868.7478,0.03940556,9171.171
V1_neurons__V1_neurons__chemical_synapse,117715350,2636,45243,194,8446.787,849.19214,8446.786,13,8446.804,56,8446.822,9202.924,2,0.2075847,9202.364,3,349,0.85052854,849.2544,1.2704337,849.4063,9202.484,849.44446,0.41857666,9203.019
V1_neurons__V1_neurons__chemical_synapse,117715351,2636,45243,224,8463.047,873.735,8463.118,161,8461.611,30,8461.444,9163.217,2,0.4351587,9164.594,3,326,0.5582574,873.68176,0.0,873.22253,9164.449,873.2048,0.90403336,9163.1455
V1_neurons__V1_neurons__chemical_synapse,117715352,2636,45243,224,8460.561,877.0729,8460.639,167,8459.282,24,8459.092,9160.903,2,0.5217932,9161.879,3,326,0.46206188,877.086,0.64151096,877.148,9161.75,877.1681,0.9386789,9160.84
V1_neurons__V1_neurons__chemical_synapse,117715353,2636,45243,224,8457.716,880.12506,8457.763,173,8457.4375,19,8457.3545,9158.744,2,0.045549463,9158.448,3,326,0.3652588,880.3333,0.88851094,881.1208,9158.518,881.2037,0.9743161,9158.781
V1_neurons__V1_neurons__chemical_synapse,117715354,2636,45243,269,8436.964,813.8771,8436.986,10,8436.453,24,8436.415,9153.019,2,0.7285722,9151.311,3,424,0.7014552,813.7505,0.5662762,811.99414,9151.424,811.9221,0.6245845,9153.088
V1_neurons__V1_neurons__chemical_synapse,117715355,2636,45243,270,8440.155,818.691,8440.179,31,8439.658,40,8439.598,9147.26,2,0.6514164,9146.426,3,392,0.75689304,818.72046,0.051750995,818.9611,9146.523,819.025,0.6184051,9147.336
V1_neurons__V1_neurons__chemical_synapse,117715356,2636,45243,279,8414.05,803.82837,8414.009,29,8414.946,47,8415.015,9176.173,2,0.27858782,9177.885,3,426,0.6431509,803.7182,0.058624227,802.2294,9177.759,802.1655,0.34297696,9176.1045
V1_neurons__V1_neurons__chemical_synapse,117715357,2636,45243,368,8434.521,814.5879,8434.464,67,8435.55,22,8435.64,9152.477,2,0.39750862,9152.568,3,424,0.65419674,814.4394,0.48474702,812.77527,9152.558,812.6915,0.47511894,9152.464
V1_neurons__V1_neurons__chemical_synapse,117715358,2636,45243,368,8424.957,813.77576,8424.9375,97,8425.353,34,8425.374,9133.997,2,0.6748496,9131.872,3,393,0.40274948,813.80444,0.93866813,814.38763,9131.98,814.4151,0.6781605,9134.094
V1_neurons__V1_neurons__chemical_synapse,117715359,2636,45243,371,8458.252,799.6754,8458.341,50,8455.937,75,8455.774,9161.659,2,1.1004105,9160.75,3,386,0.92535275,799.6684,0.6971454,799.57697,9160.81,799.5833,0.20407523,9161.709
V1_neurons__V1_neurons__chemical_synapse,117715360,2636,45243,374,8440.54,837.2483,8440.632,45,8440.277,32,8440.1045,9171.371,2,0.65295994,9171.464,3,386,0.38737974,837.29944,0.18600199,837.3146,9171.422,837.3334,0.49762106,9171.33
V1_neurons__V1_neurons__chemical_synapse,117715361,2636,45243,374,8426.687,826.4499,8426.729,87,8425.651,4,8425.578,9156.5,2,0.26744118,9158.5625,3,424,0.15463062,826.5348,1.1076024,827.68555,9158.424,827.73035,0.9924216,9156.418
V1_neurons__V1_neurons__chemical_synapse,117715362,2636,45243,375,8427.08,825.9282,8427.105,1,8426.117,5,8426.05,9156.474,2,0.13923055,9158.433,3,424,0.17516172,826.0269,0.5532373,827.36926,9158.301,827.42566,0.022836557,9156.393
V1_neurons__V1_neurons__chemical_synapse,117715363,2636,45243,375,8441.312,812.0095,8441.339,48,8441.82,52,8441.848,9156.302,2,0.026342012,9155.792,3,392,0.99400884,812.123,0.7957561,814.1292,9155.816,814.2195,0.97573733,9156.342
V1_neurons__V1_neurons__chemical_synapse,117715364,2636,45243,376,8441.888,811.9654,8441.864,0,8441.908,52,8441.911,9156.472,2,0.036376387,9156.07,3,392,0.99942553,812.0828,1.0843271,813.9576,9156.09,814.0572,0.0010241836,9156.47
V1_neurons__V1_neurons__chemical_synapse,117715365,2636,45243,377,8441.86,811.96674,8441.829,0,8441.903,52,8441.909,9156.363,2,0.21931599,9156.062,3,392,0.9992614,812.084,1.0755825,813.8237,9156.081,813.83264,0.036622994,9156.46
V1_neurons__V1_neurons__chemical_synapse,117715366,2636,45243,378,8426.598,825.15295,8426.59,2,8426.753,6,8426.768,9155.925,2,0.17772861,9157.909,3,424,0.2095144,825.2629,0.8383217,826.68494,9157.7705,826.73596,0.011885947,9155.837
V1_neurons__V1_neurons__chemical_synapse,117715367,2636,45243,390,8434.219,844.6313,8434.301,32,8433.052,45,8432.925,9176.1045,2,0.46546277,9177.085,3,352,0.86033857,844.6393,0.37068397,844.75354,9176.991,844.7621,0.2509145,9176.044
V1_neurons__V1_neurons__chemical_synapse,117715368,2636,45243,390,8428.151,838.14484,8428.22,47,8426.13,27,8425.967,9169.292,2,0.44891807,9170.039,3,385,0.9959137,838.2306,1.1948951,839.26196,9169.981,839.2708,0.36828467,9169.216
V1_neurons__V1_neurons__chemical_synapse,117715369,2636,45243,390,8421.44,830.6861,8421.393,66,8422.518,12,8422.617,9161.685,2,0.1931373,9160.359,3,423,0.9898488,830.58575,0.81465083,829.4035,9160.473,829.358,0.5250444,9161.763
V1_neurons__V1_neurons__chemical_synapse,117715370,2636,45243,475,8429.736,816.0981,8429.808,65,8428.409,17,8428.281,9158.182,2,0.0068518547,9159.606,3,425,0.31715593,816.13715,0.003839942,816.62006,9159.484,816.648,0.7578158,9158.114
V1_neurons__V1_neurons__chemical_synapse,117715371,2636,45243,476,8420.304,789.7103,8420.206,31,8422.382,61,8422.483,9136.286,2,0.11931517,9135.385,3,393,0.69974333,789.7434,0.94309235,790.3706,9135.426,790.3849,0.28760764,9136.313
V1_neurons__V1_neurons__chemical_synapse,117715372,2636,45243,527,8433.341,854.7207,8433.383,29,8432.43,32,8432.276,9171.842,2,0.2806689,9171.623,3,352,0.6342658,854.69476,0.648112,854.40515,9171.651,854.4966,0.9098981,9171.839
V1_neurons__V1_neurons__chemical_synapse,117715373,2636,45243,528,8431.02,855.36926,8430.964,1,8432.266,31,8432.408,9170.771,2,0.40617585,9171.428,3,352,0.62104535,855.33575,1.0779375,854.98737,9171.369,854.975,0.009263061,9170.855
V1_neurons__V1_neurons__chemical_synapse,117715374,2636,45243,537,8430.973,855.7092,8430.9375,1,8432.2295,31,8432.376,9171.871,2,0.67854446,9171.312,3,352,0.61415386,855.7152,0.7171584,855.8197,9171.37,855.7279,0.19847712,9171.896
V1_neurons__V1_neurons__chemical_synapse,117715375,2636,45243,539,8434.121,815.72906,8434.154,59,8433.835,19,8433.744,9154.884,2,0.70184475,9154.285,3,424,0.5728562,815.6451,0.38850224,815.43,9154.407,815.3479,0.9483702,9154.935
V1_neurons__V1_neurons__chemical_synapse,117717008,16297,45243,1,8422.379,932.3024,8422.57,15,8420.15,34,8419.992,9140.067,2,0.664065,9139.494,3,345,0.28503227,932.3423,0.48748162,932.84,9139.533,932.8554,0.18268877,9140.126
V1_neurons__V1_neurons__chemical_synapse,117717197,19473,45243,147,8462.059,948.5813,8462.141,49,8461.714,50,8461.653,9062.097,2,0.122086115,9061.403,3,408,0.6697995,948.57605,1.0099849,948.60846,9061.508,948.6109,0.074592784,9062.157
V1_neurons__V1_neurons__chemical_synapse,117717198,19473,45243,153,8416.106,896.35547,8416.075,42,8416.418,18,8416.449,9136.332,2,0.46518666,9135.575,3,411,0.81305605,896.44586,1.1426505,897.09717,9135.671,897.1657,0.19199592,9136.401
V1_neurons__V1_neurons__chemical_synapse,117717199,19473,45243,153,8406.789,844.8109,8406.706,105,8407.471,15,8407.563,9161.949,2,0.19928022,9161.723,3,427,0.24820355,844.9719,0.64879215,846.208,9161.751,846.25366,0.44281152,9161.988
V1_neurons__V1_neurons__chemical_synapse,117717200,19473,45243,153,8404.289,840.5333,8404.341,112,8403.625,21,8403.536,9164.02,2,0.20061305,9162.588,3,427,0.33762753,840.5304,0.77934796,840.4892,9162.753,840.49554,0.47041813,9164.107
V1_neurons__V1_neurons__chemical_synapse,117717201,19473,45243,155,8419.276,932.54675,8419.209,6,8419.817,35,8419.927,9138.925,2,1.587974,9139.476,3,345,0.28718147,932.45917,0.027993461,932.02966,9139.384,931.97614,0.22032806,9138.869
V1_neurons__V1_neurons__chemical_synapse,117717202,19473,45243,188,8411.473,933.70953,8411.503,45,8411.475,46,8411.461,9069.477,2,0.93037117,9069.205,3,410,0.40953887,933.7313,0.3605742,933.9067,9069.324,933.8481,0.7372783,9069.554
V1_neurons__V1_neurons__chemical_synapse,117717203,19473,45243,197,8412.45,951.6208,8412.365,29,8413.716,56,8413.85,9137.533,2,0.6750161,9136.523,3,345,0.4714389,951.6299,0.36137462,951.63324,9136.622,951.6378,0.33439103,9137.589
V1_neurons__V1_neurons__chemical_synapse,117717204,19473,45243,222,8459.946,876.0756,8459.994,58,8459.953,26,8459.967,9162.869,2,0.8974964,9162.946,3,326,0.49513298,875.875,0.69544595,875.8365,9162.836,875.7484,0.61897385,9162.849
V1_neurons__V1_neurons__chemical_synapse,117717205,19473,45243,225,8381.843,814.9611,8381.822,79,8382.214,55,8382.256,9162.826,2,0.03467587,9164.361,3,427,0.84215444,815.0454,0.91773605,815.7577,9164.199,815.7749,0.7029957,9162.728
V1_neurons__V1_neurons__chemical_synapse,117720066,49867,45243,12,8428.412,871.32605,8428.379,3,8428.626,9,8428.643,9085.228,2,0.572948,9084.693,3,399,0.11740673,871.4612,0.8625175,873.12195,9084.745,873.30237,0.3299733,9085.28
V1_neurons__V1_neurons__chemical_synapse,117720067,49867,45243,31,8428.103,897.85986,8428.062,18,8429.612,6,8429.844,9161.448,2,0.69746083,9162.059,3,362,0.24140717,897.9386,0.42836264,898.44073,9161.981,898.45624,0.7518136,9161.431
V1_neurons__V1_neurons__chemical_synapse,117720068,49867,45243,38,8426.736,907.9706,8426.772,4,8425.377,19,8425.256,9156.338,2,0.07410536,9155.351,3,334,0.38497633,908.0408,0.122351676,908.7846,9155.434,908.80493,0.3461821,9156.361
V1_neurons__V1_neurons__chemical_synapse,117720069,49867,45243,40,8421.52,920.25964,8421.52,3,8421.061,11,8420.998,9160.265,2,1.4361123,9161.745,3,418,0.18920043,920.39215,0.91782475,921.3377,9161.5625,921.37805,0.6936901,9160.239
V1_neurons__V1_neurons__chemical_synapse,117720070,49867,45243,58,8437.986,883.90796,8437.991,11,8437.991,0,8436.281,9146.158,2,0.9005025,9146.289,1,0,0.0,892.2281,0.0,892.1804,9146.163,892.22754,0.97755927,9146.163
V1_neurons__V1_neurons__chemical_synapse,117720071,49867,45243,59,8435.106,883.90796,8435.092,3,8434.9,0,8436.281,9147.484,2,0.2901545,9146.289,1,0,0.0,892.17236,0.0,890.98505,9147.688,891.0291,0.2814824,9147.495
V1_neurons__V1_neurons__chemical_synapse,117720072,49867,45243,60,8432.776,883.90796,8432.771,2,8431.895,0,8436.281,9150.263,2,0.6216434,9146.289,1,0,0.0,889.17834,0.0,888.0966,9151.304,888.1246,0.62521845,9150.301
V1_neurons__V1_neurons__chemical_synapse,117720073,49867,45243,61,8438.238,883.90796,8438.243,2,8438.849,0,8436.281,9149.423,2,1.5496947,9146.289,1,0,0.0,890.8642,0.0,889.1893,9150.435,889.2228,0.119619146,9149.456
V1_neurons__V1_neurons__chemical_synapse,117720074,49867,45243,61,8440.877,883.90796,8440.911,7,8442.155,0,8436.281,9145.285,2,1.0445685,9146.289,1,0,0.0,889.908,0.0,888.6047,9145.003,888.6368,0.30842096,9145.275
V1_neurons__V1_neurons__chemical_synapse,117720075,49867,45243,61,8442.438,883.90796,8442.475,11,8442.914,0,8436.281,9141.442,2,0.026464576,9146.289,1,0,0.0,884.93823,0.0,884.8428,9141.082,884.87,0.50382566,9141.427
V1_neurons__V1_neurons__chemical_synapse,117720076,49867,45243,62,8435.633,883.90796,8435.629,1,8435.366,0,8436.281,9152.16,2,1.4572872,9146.289,1,0,0.0,885.4995,0.0,885.02423,9154.583,885.04297,0.08747281,9152.204
V1_neurons__V1_neurons__chemical_synapse,117720077,49867,45243,62,8434.911,880.08276,8434.956,3,8433.584,1,8433.315,9154.497,2,1.873381,9153.634,3,346,0.5933907,879.97925,0.733893,879.4423,9153.774,879.44354,0.29531863,9154.513
V1_neurons__V1_neurons__chemical_synapse,117720078,49867,45243,66,8437.779,883.90796,8437.817,0,8437.818,0,8436.281,9146.395,2,0.04230656,9146.289,1,0,0.0,892.26227,0.0,892.2327,9146.381,892.25867,0.0057001356,9146.381
V1_neurons__V1_neurons__chemical_synapse,117720079,49867,45243,111,8431.778,895.8012,8431.808,16,8430.92,5,8430.737,9149.983,2,0.6455478,9148.944,3,416,0.23851502,895.9426,0.79473084,896.6559,9149.121,896.6798,0.83239794,9150.013
V1_neurons__V1_neurons__chemical_synapse,117720080,49867,45243,149,8445.711,893.0952,8445.692,3,8446.877,6,8446.955,9136.209,2,0.5279148,9136.529,3,354,0.93743795,893.21936,0.48865724,895.0598,9136.508,895.08997,0.88145375,9136.177
V1_neurons__V1_neurons__chemical_synapse,117720081,49867,45243,150,8446.288,893.25085,8446.26,1,8447.169,6,8447.228,9134.248,2,1.0177674,9136.435,3,354,0.9862152,893.2697,0.8168067,893.5259,9136.299,893.55206,0.49957886,9134.221
V1_neurons__V1_neurons__chemical_synapse,117720082,49867,45243,151,8447.501,889.5986,8447.508,1,8447.293,8,8447.2705,9130.122,2,1.3446542,9130.837,3,355,0.29802293,889.72266,0.9403349,890.85754,9130.766,890.899,0.1135203,9130.1
V1_neurons__V1_neurons__chemical_synapse,117720083,49867,45243,151,8449.115,886.33234,8449.123,4,8448.99,14,8448.973,9125.702,2,1.8487571,9126.306,3,355,0.48058015,886.45245,0.6138018,887.301,9126.23,887.33685,0.33823344,9125.672
V1_neurons__V1_neurons__chemical_synapse,117720084,49867,45243,151,8450.793,882.95123,8450.747,7,8451.145,21,8451.276,9121.626,2,0.2863676,9121.781,3,355,0.6702554,882.92255,0.18049783,882.8347,9121.741,882.8287,0.5769075,9121.615
V1_neurons__V1_neurons__chemical_synapse,117720085,49867,45243,151,8452.161,877.70416,8452.14,9,8452.813,27,8452.857,9118.468,2,3.2682514,9120.565,3,355,0.84332484,877.69867,0.831712,877.5835,9120.435,877.59985,0.8156994,9118.429
V1_neurons__V1_neurons__chemical_synapse,117720086,49867,45243,152,8446.825,890.6298,8446.803,0,8446.78,6,8446.779,9132.428,2,0.27285165,9132.724,3,355,0.23025413,890.7742,0.89603853,892.3959,9132.703,892.4343,0.01181936,9132.444
V1_neurons__V1_neurons__chemical_synapse,117720087,49867,45243,153,8446.039,893.21533,8446.018,0,8447.083,6,8447.165,9135.668,2,0.24124016,9136.456,3,354,0.9750812,893.32526,0.741903,894.76117,9136.399,894.7963,0.03946706,9135.644
V1_neurons__V1_neurons__chemical_synapse,117720088,49867,45243,156,8447.131,892.9092,8447.153,3,8446.686,6,8446.629,9137.957,2,0.64375,9136.644,3,354,0.8791175,892.8932,0.096304715,892.74536,9136.78,892.7321,0.8875259,9137.997
V1_neurons__V1_neurons__chemical_synapse,117720089,49867,45243,157,8447.431,892.8334,8447.475,0,8446.579,5,8446.512,9138.229,2,0.65931046,9136.676,3,354,0.85763854,892.7657,0.6747369,891.9084,9136.789,891.9244,0.29601672,9138.235
V1_neurons__V1_neurons__chemical_synapse,117720090,49867,45243,158,8447.819,893.0445,8447.837,0,8446.946,6,8446.866,9136.97,2,1.171965,9136.561,3,354,0.9215324,892.9246,0.38165203,891.548,9136.595,891.52435,0.08613487,9137.007
V1_neurons__V1_neurons__chemical_synapse,117720091,49867,45243,159,8451.251,885.17725,8451.296,4,8450.293,17,8450.16,9124.118,2,1.512287,9124.124,3,355,0.564466,885.2273,0.28829917,885.6162,9124.12,885.6331,0.5700765,9124.12
V1_neurons__V1_neurons__chemical_synapse,117720092,49867,45243,180,8430.677,887.27655,8430.668,9,8430.39,4,8430.225,9156.621,2,1.1228034,9156.229,3,365,0.22622187,886.997,0.5536188,886.5524,9156.371,886.5175,0.6325639,9156.652
V1_neurons__V1_neurons__chemical_synapse,117720093,49867,45243,185,8421.353,881.5193,8421.394,1,8420.915,7,8420.731,9183.3955,2,1.6385515,9183.088,3,384,0.26810238,881.59094,0.06870754,881.7898,9183.179,881.8082,0.34834656,9183.412
V1_neurons__V1_neurons__chemical_synapse,117720094,49867,45243,186,8419.678,885.17377,8419.687,2,8418.585,3,8418.44,9182.05,2,0.35156044,9181.506,3,367,0.15570045,885.01465,0.6043468,883.81226,9181.57,883.78156,0.0753396,9182.085
V1_neurons__V1_neurons__chemical_synapse,117720095,49867,45243,186,8415.527,883.83435,8415.541,5,8416.8,7,8416.932,9184.285,2,0.5505767,9183.843,3,367,0.29678217,884.0098,0.10972058,885.6591,9183.886,885.70184,0.1995684,9184.269
V1_neurons__V1_neurons__chemical_synapse,117720096,49867,45243,311,8421.162,903.5179,8421.139,4,8421.925,7,8421.988,9127.097,2,1.4091215,9126.906,3,332,0.38462976,903.3984,0.29743883,901.9621,9126.92,901.9211,0.17890233,9127.1045
V1_neurons__V1_neurons__chemical_synapse,117720097,49867,45243,314,8420.462,903.65265,8420.45,1,8421.062,9,8421.096,9125.534,2,1.7048167,9124.98,3,332,0.5132179,903.5247,0.41955078,901.3302,9125.012,901.2852,0.16147403,9125.545
V1_neurons__V1_neurons__chemical_synapse,117720098,49867,45243,333,8419.412,903.682,8419.391,6,8420.521,10,8420.584,9124.205,2,0.81921446,9124.031,3,332,0.57889044,903.5617,0.53179044,901.4505,9124.042,901.4079,0.7631936,9124.208
V1_neurons__V1_neurons__chemical_synapse,117720099,49867,45243,339,8408.787,907.3578,8408.8125,10,8408.379,14,8408.306,9125.227,2,0.8645768,9124.638,3,412,0.3668818,907.43085,0.42605385,907.82544,9124.726,907.85077,0.76048845,9125.259
V1_neurons__V1_neurons__chemical_synapse,117720100,49867,45243,352,8407.486,900.4848,8407.508,7,8407.396,9,8407.354,9126.27,2,0.13098016,9126.372,3,413,0.1499787,900.60266,0.06804358,900.7876,9126.321,900.827,0.37370494,9126.253
V1_neurons__V1_neurons__chemical_synapse,117720101,49867,45243,360,8421.855,908.41595,8421.898,3,8421.81,11,8421.789,9123.974,2,0.38890487,9123.657,3,331,0.78929114,908.5341,0.35436422,909.13794,9123.716,909.1522,0.36695865,9123.989
V1_neurons__V1_neurons__chemical_synapse,117720102,49867,45243,365,8453.708,884.2105,8453.68,10,8453.534,11,8453.5205,9151.824,2,0.24940158,9153.93,3,326,0.21929032,884.09625,0.60852087,883.02313,9153.719,883.0149,0.96043086,9151.787
V1_neurons__V1_neurons__chemical_synapse,117720103,49867,45243,366,8455.486,882.58746,8455.507,0,8455.023,13,8454.944,9153.094,2,2.4964519,9154.608,3,326,0.26297632,882.59076,1.2055283,882.5951,9154.383,882.5939,0.22612527,9153.051
V1_neurons__V1_neurons__chemical_synapse,117720104,49867,45243,368,8457.349,892.3466,8457.37,5,8456.273,12,8456.147,9148.265,2,0.5155348,9147.843,3,319,0.70145756,892.1317,0.863713,890.3707,9147.886,890.34064,0.9368428,9148.234
V1_neurons__V1_neurons__chemical_synapse,117720105,49867,45243,369,8457.635,892.59894,8457.648,1,8456.69,13,8456.577,9147.051,2,0.05501463,9147.768,3,319,0.7293267,892.3866,0.4508662,890.7193,9147.69,890.6738,0.05159129,9147.055
V1_neurons__V1_neurons__chemical_synapse,117720106,49867,45243,384,8457.577,892.4556,8457.55,0,8456.466,13,8456.336,9147.891,2,0.3961677,9147.807,3,319,0.71365577,892.2389,0.1669875,890.4267,9147.814,890.3879,0.048475202,9147.887
V1_neurons__V1_neurons__chemical_synapse,117720107,49867,45243,395,8431.153,871.04456,8431.196,27,8430.81,13,8430.775,9081.326,2,0.44362438,9080.586,3,398,0.55246454,871.1692,0.93414414,872.465,9080.653,872.6304,0.691781,9081.411
V1_neurons__V1_neurons__chemical_synapse,117720108,49867,45243,421,8451.817,886.08594,8451.803,1,8451.798,8,8451.794,9151.426,2,1.183301,9151.921,3,326,0.15573703,885.8893,0.09898159,885.3878,9151.778,885.365,0.18862112,9151.387
V1_neurons__V1_neurons__chemical_synapse,117720109,49867,45243,421,8448.728,889.2922,8448.734,3,8448.378,3,8448.312,9149.995,2,1.734281,9148.45,3,319,0.21902639,889.3465,0.7915905,889.6206,9148.6875,889.6389,0.57011,9150.039
V1_neurons__V1_neurons__chemical_synapse,117720110,49867,45243,424,8435.328,899.87195,8435.354,7,8434.464,21,8434.35,9176.8,2,1.0321789,9176.653,3,362,0.8250515,899.64526,1.0155321,897.96313,9176.666,897.92267,0.27419755,9176.797
V1_neurons__V1_neurons__chemical_synapse,117720111,49867,45243,439,8425.94,907.5211,8426.006,6,8425.649,18,8425.522,9155.326,2,2.259886,9155.182,3,334,0.37303582,907.5515,0.90415245,907.44305,9155.278,907.53784,0.2626677,9155.479
V1_neurons__V1_neurons__chemical_synapse,117720112,49867,45243,439,8422.214,909.9711,8422.1455,10,8423.849,21,8423.964,9155.29,2,0.9046565,9156.9,3,334,0.44861442,910.0165,1.0995857,910.75073,9156.796,910.6429,0.35924903,9155.148
V1_neurons__V1_neurons__chemical_synapse,117720113,49867,45243,478,8432.974,883.31555,8433.122,30,8432.9795,7,8432.846,9131.876,2,0.014456089,9131.963,3,388,0.3425768,883.3751,0.43654513,883.3731,9131.959,883.43713,0.8076461,9131.774
V1_neurons__V1_neurons__chemical_synapse,117720114,49867,45243,494,8428.845,889.76624,8428.868,7,8427.589,12,8427.404,9163.408,2,0.0077746003,9162.788,3,365,0.5876815,890.0472,0.438219,891.93054,9162.873,891.9716,0.4619103,9163.415
