population,edge_ids,@source_node,@target_node,efferent_section_id,efferent_surface_z,afferent_center_y,efferent_center_z,efferent_segment_id,afferent_surface_z,afferent_segment_id,afferent_center_z,efferent_surface_x,efferent_section_type,efferent_segment_offset,afferent_center_x,afferent_section_type,afferent_section_id,afferent_section_pos,afferent_surface_y,afferent_segment_offset,efferent_surface_y,afferent_surface_x,efferent_center_y,efferent_section_pos,efferent_center_x
V1_neurons__V1_neurons__chemical_synapse,197594361,16297,62482,26,8408.961,977.8349,8408.905,6,8409.956,39,8410.014,9133.444,2,0.58669233,9133.172,4,221,0.52125627,977.7484,0.5481282,976.308,9133.187,976.22943,0.3941665,9133.455
V1_neurons__V1_neurons__chemical_synapse,197594362,16297,62482,52,8424.543,951.58044,8424.464,33,8425.425,73,8425.492,9119.308,2,0.21028607,9120.435,4,221,0.97537065,951.6198,1.206128,952.19775,9120.365,952.15546,0.3988271,9119.258
V1_neurons__V1_neurons__chemical_synapse,197594363,16297,62482,78,8369.64,1026.1346,8369.607,17,8369.564,31,8369.556,9117.439,2,0.03563743,9118.606,4,220,0.4892716,1026.0686,0.16201653,1025.292,9118.525,1025.2172,0.07593413,9117.378
V1_neurons__V1_neurons__chemical_synapse,197594364,16297,62482,79,8376.768,1042.3887,8376.615,31,8376.631,27,8376.6455,9106.146,2,0.007352665,9105.955,4,224,0.34674764,1042.2877,0.8610049,1042.0474,9105.99,1041.791,0.242647,9106.159
V1_neurons__V1_neurons__chemical_synapse,197594489,19473,62482,4,8386.695,990.554,8386.529,3,8386.984,39,8387.066,9124.112,2,0.5072072,9125.184,4,196,0.7663484,990.38934,0.58352554,989.77954,9124.956,989.683,0.2013579,9123.821
V1_neurons__V1_neurons__chemical_synapse,197594490,19473,62482,4,8384.091,994.55927,8384.089,10,8384.217,32,8384.238,9123.148,2,0.21878232,9121.379,4,196,0.63823223,994.70123,0.7540853,995.58844,9121.64,995.6587,0.532782,9123.49
V1_neurons__V1_neurons__chemical_synapse,197594491,19473,62482,4,8382.451,1000.05396,8382.711,15,8380.96,25,8380.72,9121.682,2,0.1401003,9120.543,4,196,0.50221324,1000.15125,0.9166136,1000.65393,9120.7,1000.8239,0.81785333,9121.84
V1_neurons__V1_neurons__chemical_synapse,197594492,19473,62482,5,8378.8955,1004.847,8379.063,3,8378.322,19,8378.215,9120.366,2,0.67741656,9119.097,4,196,0.38616034,1005.06793,0.3411517,1006.30145,9119.282,1006.44354,0.17090589,9120.568
V1_neurons__V1_neurons__chemical_synapse,197594493,19473,62482,5,8377.383,1006.8909,8377.491,6,8377.15,16,8377.119,9120.226,2,0.5484165,9118.024,4,196,0.3335374,1007.0797,0.6403293,1008.5883,9118.268,1008.6776,0.30787057,9120.488
V1_neurons__V1_neurons__chemical_synapse,197594494,19473,62482,5,8372.038,1016.5768,8372.021,18,8371.905,5,8371.886,9118.898,2,0.38859725,9117.232,4,196,0.10292331,1016.5896,0.20665528,1016.587,9117.55,1016.6378,0.79823285,9119.192
V1_neurons__V1_neurons__chemical_synapse,197594495,19473,62482,6,8370.242,1019.9648,8370.148,1,8369.891,0,8369.882,9118.901,2,0.73074484,9117.01,4,219,0.011002915,1019.9766,1.0565957,1020.11334,9117.116,1020.0337,0.39978993,9119.056
V1_neurons__V1_neurons__chemical_synapse,197594496,19473,62482,7,8372.974,1020.73236,8372.867,2,8374.441,38,8374.524,9122.034,2,0.6581427,9122.227,4,220,0.6205029,1020.6686,1.0138065,1019.6027,9122.218,1019.49744,0.5592012,9122.039
V1_neurons__V1_neurons__chemical_synapse,197594497,19473,62482,8,8374.157,1019.5579,8374.023,0,8375.581,40,8375.65,9123.373,2,0.46141508,9122.599,4,220,0.64669245,1019.4878,0.62768215,1017.934,9122.635,1017.9329,0.008489043,9123.441
V1_neurons__V1_neurons__chemical_synapse,197594498,19473,62482,9,8378.48,963.90704,8378.453,2,8378.78,63,8378.799,9120.133,2,0.6465103,9121.779,4,219,0.64490414,963.9105,0.5857887,963.9219,9121.685,963.92346,0.5688797,9119.985
V1_neurons__V1_neurons__chemical_synapse,197594499,19473,62482,13,8374.526,1019.4236,8374.3955,0,8375.734,40,8375.798,9123.937,2,0.78664386,9122.62,4,220,0.64981526,1019.3633,0.82808673,1018.0206,9122.678,1017.9609,0.0105472375,9123.9795
V1_neurons__V1_neurons__chemical_synapse,197594500,19473,62482,16,8373.801,1022.56146,8373.831,3,8373.57,36,8373.554,9120.369,2,0.026880085,9121.366,4,220,0.5849332,1022.51245,0.84972405,1021.8986,9121.275,1021.8173,0.5264221,9120.247
V1_neurons__V1_neurons__chemical_synapse,197594501,19473,62482,17,8375.909,1022.2857,8376.03,0,8373.8,36,8373.711,9120.349,2,0.035008404,9121.543,4,220,0.5905969,1022.30316,1.2131898,1022.6471,9121.491,1022.6599,0.0012732717,9120.261
V1_neurons__V1_neurons__chemical_synapse,197594502,19473,62482,25,8367.763,1020.9973,8367.683,3,8369.044,33,8369.289,9117.737,2,0.12174223,9116.946,4,195,0.99614954,1020.8437,1.0621271,1020.2068,9117.089,1020.0723,0.48609614,9117.857
V1_neurons__V1_neurons__chemical_synapse,197594503,19473,62482,40,8313.604,1112.0889,8313.657,26,8312.951,12,8312.856,9094.251,2,0.8611267,9094.424,3,181,0.29268652,1112.2251,0.08108476,1113.286,9094.405,1113.3721,0.18818168,9094.238
V1_neurons__V1_neurons__chemical_synapse,197594504,19473,62482,40,8344.635,1074.287,8344.692,60,8344.128,19,8344.083,9044.768,2,0.8467086,9043.946,3,160,0.6311819,1074.2761,0.8546756,1074.1934,9044.027,1074.1825,0.7645645,9044.852
V1_neurons__V1_neurons__chemical_synapse,197594505,19473,62482,107,8406.278,945.0278,8406.321,11,8405.367,43,8405.269,9143.026,2,1.7139953,9143.509,4,197,0.9964849,945.2236,1.013939,947.18756,9143.468,947.278,0.456451,9143.006
V1_neurons__V1_neurons__chemical_synapse,197594506,19473,62482,159,8379.366,1002.5173,8379.413,3,8379.347,22,8379.309,9119.563,2,0.3391735,9120.179,4,196,0.44381762,1002.48755,0.3407089,1002.4162,9119.877,1002.4245,0.12887315,9119.474
V1_neurons__V1_neurons__chemical_synapse,197594507,19473,62482,197,8424.924,936.5641,8424.949,53,8424.683,23,8424.651,9151.44,2,1.7899032,9152.288,4,217,0.13762572,936.50116,0.86171895,936.0457,9152.172,935.994,0.65297395,9151.356
V1_neurons__V1_neurons__chemical_synapse,197596699,45243,62482,72,8428.418,933.95135,8428.397,21,8427.816,28,8427.777,9152.593,2,0.08495967,9154.311,4,217,0.1647989,933.88617,1.2028375,932.88605,9154.202,932.9044,0.97442245,9152.494
V1_neurons__V1_neurons__chemical_synapse,197596700,45243,62482,73,8428.023,934.733,8428.134,0,8427.252,28,8427.173,9152.459,2,1.2662818,9153.623,4,217,0.15779236,934.7041,0.0,934.4414,9153.5205,934.4129,0.022264933,9152.306
V1_neurons__V1_neurons__chemical_synapse,197596701,45243,62482,73,8413.622,960.56665,8413.742,14,8413.736,62,8413.73,9151.036,2,0.22969541,9150.649,4,222,0.7810634,960.5783,0.34727478,960.76935,9150.752,960.7807,0.6600609,9151.184
V1_neurons__V1_neurons__chemical_synapse,197596702,45243,62482,76,8426.211,935.58124,8426.355,0,8426.232,26,8426.124,9153.168,2,3.1904585,9153.196,4,217,0.14941357,935.65076,0.37332875,935.6093,9153.159,935.7244,0.044944864,9153.119
V1_neurons__V1_neurons__chemical_synapse,197596703,45243,62482,82,8456.314,885.35156,8456.392,53,8455.355,31,8455.298,9174.056,2,0.22294775,9175.536,4,215,0.30537558,885.40936,0.98837495,886.3535,9175.452,886.39557,0.81651145,9174.004
V1_neurons__V1_neurons__chemical_synapse,197596704,45243,62482,83,8478.611,868.64844,8478.532,7,8479.461,39,8479.544,9182.783,2,0.83189464,9181.698,4,211,0.55583066,868.6267,1.0780654,868.42426,9181.795,868.3413,0.83508265,9182.936
V1_neurons__V1_neurons__chemical_synapse,197596705,45243,62482,84,8482.61,866.31555,8482.47,0,8483.248,44,8483.303,9182.957,2,0.8717652,9182.601,4,211,0.61990935,866.19965,1.1887283,864.46295,9182.622,864.33765,0.029723149,9182.987
V1_neurons__V1_neurons__chemical_synapse,197596706,45243,62482,85,8482.234,866.41797,8482.064,0,8482.983,44,8483.043,9183.332,2,0.632055,9182.496,4,211,0.61575496,866.3118,0.89038086,864.5991,9182.54,864.5151,0.084752746,9183.311
V1_neurons__V1_neurons__chemical_synapse,197596707,45243,62482,112,8404.541,978.2829,8404.376,56,8406.907,40,8407.009,9144.836,2,1.8404063,9145.024,4,222,0.5152292,978.2663,0.6438652,977.875,9145.016,977.8367,0.51103055,9144.818
V1_neurons__V1_neurons__chemical_synapse,197596708,45243,62482,177,8446.733,891.3354,8446.851,9,8445.321,17,8445.221,9165.577,2,1.7919896,9167.226,4,200,0.7971483,891.3995,0.0048332666,892.4408,9167.119,892.5249,0.1319398,9165.452
V1_neurons__V1_neurons__chemical_synapse,197596709,45243,62482,178,8442.378,893.24677,8442.305,8,8442.865,14,8442.915,9166.038,2,0.8375507,9166.784,4,200,0.6575079,893.1173,0.26848254,892.14575,9166.703,892.0055,0.15419537,9165.932
V1_neurons__V1_neurons__chemical_synapse,197596710,45243,62482,189,8457.189,874.75586,8457.263,21,8457.207,12,8457.141,9171.851,2,5.7378864,9171.965,4,211,0.18596528,874.867,1.2100472,874.9029,9171.96,875.06274,0.88091046,9171.925
V1_neurons__V1_neurons__chemical_synapse,197596711,45243,62482,233,8421.195,932.51575,8421.15,16,8420.768,12,8420.715,9157.817,2,0.078139186,9159.0,4,199,0.2748898,932.6008,0.7379273,932.9504,9158.839,933.1304,0.23140372,9157.772
V1_neurons__V1_neurons__chemical_synapse,197596712,45243,62482,239,8416.299,967.1538,8416.222,5,8416.462,53,8416.476,9131.8545,2,1.0836538,9129.854,4,221,0.6974307,967.13416,0.5557055,966.5753,9129.955,966.64764,0.96801597,9132.014
V1_neurons__V1_neurons__chemical_synapse,197596713,45243,62482,260,8449.341,889.6732,8449.339,9,8449.355,23,8449.342,9172.136,2,0.44462982,9172.123,4,215,0.22250795,889.78424,1.1085025,889.73206,9172.157,889.83185,0.61161536,9172.157
V1_neurons__V1_neurons__chemical_synapse,197596714,45243,62482,269,8465.501,904.7745,8465.673,28,8464.854,95,8464.792,9191.307,2,0.24172786,9192.088,4,217,0.5421277,904.74347,0.46643952,904.3227,9192.01,904.32086,0.94572806,9191.224
V1_neurons__V1_neurons__chemical_synapse,197596715,45243,62482,308,8453.713,868.0352,8453.701,18,8453.803,17,8453.873,9172.283,2,1.0232009,9172.194,4,202,0.68247527,868.09686,0.79963666,868.151,9172.287,868.2226,0.32614204,9172.3545
V1_neurons__V1_neurons__chemical_synapse,197596716,45243,62482,308,8466.417,869.33356,8466.36,35,8467.255,2,8467.329,9178.972,2,0.62502563,9177.477,4,213,0.0626373,869.3152,0.32641578,869.16785,9177.606,869.157,0.58530873,9179.056
V1_neurons__V1_neurons__chemical_synapse,197597163,49867,62482,6,8440.415,905.3908,8440.418,9,8440.296,50,8440.282,9159.241,2,0.56419456,9158.287,4,216,0.3034893,905.30493,0.02274981,904.3491,9158.365,904.3167,0.5054288,9159.276
V1_neurons__V1_neurons__chemical_synapse,197597164,49867,62482,39,8424.84,918.58704,8424.813,7,8426.028,27,8426.091,9156.722,2,0.8393935,9158.675,4,216,0.17202263,918.60516,0.44328415,918.9391,9158.578,918.94867,0.95544106,9156.684
V1_neurons__V1_neurons__chemical_synapse,197597165,49867,62482,40,8423.585,920.8906,8423.548,1,8425.253,24,8425.345,9158.09,2,0.7616204,9159.13,4,216,0.15652965,920.8449,0.514792,920.043,9159.074,920.0243,0.24584249,9158.066
V1_neurons__V1_neurons__chemical_synapse,197597166,49867,62482,41,8423.357,923.3843,8423.321,1,8424.24,21,8424.301,9157.633,2,1.2840426,9158.866,4,216,0.1391864,923.32196,0.48188418,922.355,9158.788,922.34644,0.44309017,9157.603
V1_neurons__V1_neurons__chemical_synapse,197597167,49867,62482,42,8423.505,926.8775,8423.546,10,8422.464,17,8422.353,9157.167,2,0.10442883,9157.314,4,216,0.11232511,926.91187,0.767658,927.24664,9157.302,927.2707,0.7720251,9157.169
V1_neurons__V1_neurons__chemical_synapse,197597168,49867,62482,43,8421.176,931.9598,8421.171,0,8421.438,14,8421.468,9160.851,2,2.1837132,9159.1455,4,199,0.2954232,932.00903,0.14894973,932.45953,9159.326,932.45013,0.08533397,9160.897
V1_neurons__V1_neurons__chemical_synapse,197597169,49867,62482,44,8421.3955,930.7196,8421.36,0,8422.27,15,8422.366,9161.273,2,0.8430263,9159.611,4,199,0.32978874,930.7106,0.8669843,930.6576,9159.771,930.6265,0.030142263,9161.28
V1_neurons__V1_neurons__chemical_synapse,197597170,49867,62482,45,8424.342,925.8616,8424.388,10,8422.924,18,8422.818,9157.543,2,0.25941977,9157.662,4,216,0.11960995,925.91077,0.8947264,926.60486,9157.654,926.6175,0.40453932,9157.535
V1_neurons__V1_neurons__chemical_synapse,197597171,49867,62482,45,8423.368,930.80505,8423.415,11,8422.457,15,8422.308,9159.781,2,2.5202622,9159.581,4,199,0.32747507,930.91626,0.75917274,931.6101,9159.607,931.61957,0.51239574,9159.779
V1_neurons__V1_neurons__chemical_synapse,197597172,49867,62482,49,8426.711,935.86224,8426.728,6,8425.96,26,8425.905,9151.229,2,0.019343246,9153.084,4,217,0.14723893,935.8559,0.0,935.7568,9152.962,935.78687,0.36139506,9151.195
V1_neurons__V1_neurons__chemical_synapse,197597173,49867,62482,424,8439.949,898.62225,8439.984,1,8438.291,7,8438.16,9167.769,2,1.3280032,9167.094,4,200,0.3209,898.7036,0.18308574,899.75073,9167.144,899.77454,0.07591946,9167.79
V1_neurons__V1_neurons__chemical_synapse,197597174,49867,62482,440,8432.765,907.67017,8432.742,4,8433.836,42,8433.8955,9158.797,2,2.515134,9158.497,4,216,0.25997794,907.5707,0.7761601,905.71606,9158.512,905.6743,0.15399511,9158.802
V1_neurons__V1_neurons__chemical_synapse,197597175,49867,62482,443,8452.504,899.9605,8452.488,3,8452.606,65,8452.608,9161.843,2,3.1547792,9159.749,4,216,0.3907836,900.01855,0.09479497,901.1788,9159.851,901.30975,0.9661378,9161.98
V1_neurons__V1_neurons__chemical_synapse,197597176,49867,62482,458,8473.363,895.4885,8473.512,7,8472.162,111,8472.096,9199.294,2,0.47027215,9200.415,4,217,0.62995064,895.43506,0.7509814,894.3275,9200.359,894.27783,0.9378896,9199.403
V1_neurons__V1_neurons__chemical_synapse,197597177,49867,62482,459,8472.565,895.2488,8472.737,0,8472.293,112,8472.2,9200.639,2,1.1409013,9200.613,4,217,0.6318954,895.2906,0.22994386,895.2956,9200.615,895.35895,0.49871674,9200.691
V1_neurons__V1_neurons__chemical_synapse,197597178,49867,62482,460,8472.087,895.3678,8472.224,0,8472.158,112,8472.148,9201.379,2,0.10466812,9200.539,4,217,0.63102376,895.4244,0.08029785,896.2175,9200.623,896.15985,0.0024723196,9201.498
V1_neurons__V1_neurons__chemical_synapse,197597179,49867,62482,461,8471.912,894.9673,8471.922,0,8472.305,112,8472.324,9202.334,2,1.001508,9200.788,4,217,0.63395774,895.0137,0.5839844,895.7265,9200.876,895.91364,0.08879325,9202.37
V1_neurons__V1_neurons__chemical_synapse,197597180,49867,62482,462,8471.333,895.6774,8471.261,2,8471.921,111,8472.015,9200.064,2,0.15258472,9200.138,4,217,0.6279391,895.63873,0.40566406,895.64435,9200.139,895.4767,0.43807596,9200.01
V1_neurons__V1_neurons__chemical_synapse,197597181,49867,62482,476,8423.986,937.63904,8424.141,8,8423.566,22,8423.484,9151.823,2,0.66406655,9151.691,4,217,0.12758115,937.7475,0.283062,938.6125,9151.703,938.7687,0.83363307,9151.774
V1_neurons__V1_neurons__chemical_synapse,197597182,49867,62482,479,8419.91,946.5498,8419.939,11,8418.758,80,8418.7,9154.833,2,0.91833484,9156.646,4,222,0.9962876,946.5394,0.7269385,946.36633,9156.562,946.33057,0.20678657,9154.82
V1_neurons__V1_neurons__chemical_synapse,197597183,49867,62482,489,8435.057,907.08563,8435.031,8,8435.952,45,8436.014,9159.629,2,0.0161224,9158.82,4,216,0.27389553,907.00226,0.0,905.8416,9158.874,905.8078,0.30862322,9159.65
V1_neurons__V1_neurons__chemical_synapse,197597184,49867,62482,489,8432.831,908.8085,8432.873,13,8431.871,40,8431.735,9164.175,2,0.3144272,9163.831,4,199,0.8718698,908.8935,0.4665183,909.51654,9163.874,909.5388,0.49817216,9164.182
V1_neurons__V1_neurons__chemical_synapse,197597185,49867,62482,508,8439.338,897.57306,8439.38,1,8438.886,8,8438.752,9167.423,2,1.7206416,9167.24,4,200,0.37634948,897.6552,0.4921355,897.91675,9167.278,897.93866,0.31508145,9167.416
V1_neurons__V1_neurons__chemical_synapse,197597186,49867,62482,517,8440.181,895.09,8440.183,2,8440.323,11,8440.349,9165.994,2,0.92301095,9166.905,4,200,0.51233625,895.0689,0.44067067,895.01495,9166.748,894.982,0.5982103,9165.96
V1_neurons__V1_neurons__chemical_synapse,197597187,49867,62482,518,8441.235,893.76447,8441.196,0,8441.924,13,8441.991,9167.563,2,1.168339,9166.73,4,200,0.6090428,893.63837,0.29154944,892.3094,9166.804,892.30194,0.16902298,9167.59
V1_neurons__V1_neurons__chemical_synapse,197597188,49867,62482,519,8441.081,893.91925,8441.037,0,8441.655,12,8441.716,9167.964,2,0.911221,9166.741,4,200,0.59472704,893.8148,1.229161,892.67505,9166.848,892.67914,0.08476654,9167.981
V1_neurons__V1_neurons__chemical_synapse,197597189,49867,62482,552,8447.981,881.512,8447.9375,36,8450.209,3,8450.33,9168.816,2,0.24445884,9168.482,4,202,0.110951014,881.46216,0.16511506,880.51025,9168.499,880.492,0.81579065,9168.821
V1_neurons__V1_neurons__chemical_synapse,197597190,49867,62482,662,8438.16,897.6531,8438.121,6,8438.656,8,8438.702,9165.256,2,1.001481,9167.244,4,200,0.37207058,897.63074,0.39764547,897.3113,9167.091,897.3289,0.9220127,9165.234
V1_neurons__V1_neurons__chemical_synapse,197597191,49867,62482,663,8438.595,898.6192,8438.638,1,8438.278,7,8438.161,9167.424,2,0.60692537,9167.095,4,200,0.32106256,898.70044,0.18667565,898.9963,9167.171,898.99335,0.10167024,9167.404
V1_neurons__V1_neurons__chemical_synapse,197597192,49867,62482,666,8437.924,899.26324,8437.935,1,8437.905,6,8437.887,9167.143,2,0.7283358,9166.844,4,200,0.2872692,899.33325,0.5728986,899.43524,9166.988,899.4061,0.1393825,9167.179
V1_neurons__V1_neurons__chemical_synapse,197597193,49867,62482,668,8443.135,904.87366,8443.14,1,8443.195,53,8443.201,9158.357,2,1.8573114,9157.775,4,216,0.3225089,904.8502,0.5480578,904.7216,9157.89,904.7497,0.14611359,9158.3955
V1_neurons__V1_neurons__chemical_synapse,197597194,49867,62482,760,8427.932,917.539,8427.972,1,8426.538,28,8426.435,9158.096,2,0.61695176,9158.638,4,216,0.17903344,917.57965,0.7294386,918.1222,9158.601,918.14716,0.55486,9158.09
V1_neurons__V1_neurons__chemical_synapse,197597195,49867,62482,761,8416.954,940.282,8416.928,10,8417.175,14,8417.224,9150.723,2,0.6082668,9150.155,4,217,0.08587937,940.20215,0.08270884,939.8399,9150.261,939.82794,0.71080863,9150.761
V1_neurons__V1_neurons__chemical_synapse,197597196,49867,62482,762,8427.693,913.67175,8427.699,3,8427.808,33,8427.849,9158.268,2,0.7317801,9157.98,4,216,0.2053539,913.62415,0.014404537,913.52344,9158.079,913.56055,0.12543151,9158.297
V1_neurons__V1_neurons__chemical_synapse,197597197,49867,62482,780,8427.453,913.2981,8427.429,9,8428.026,34,8428.073,9156.724,2,0.44364893,9157.893,4,216,0.20811388,913.23975,0.0,912.5551,9157.803,912.5331,0.697586,9156.688
V1_neurons__V1_neurons__chemical_synapse,197597198,49867,62482,789,8431.124,905.70654,8430.978,10,8432.442,43,8432.565,9164.393,2,0.46829927,9165.377,4,199,0.9492841,905.6369,0.85172427,904.9674,9165.293,904.8931,0.678268,9164.295
V1_neurons__V1_neurons__chemical_synapse,197597199,49867,62482,812,8438.996,897.6731,8439.036,15,8438.826,8,8438.689,9167.237,2,0.8096554,9167.245,4,200,0.37100086,897.75885,0.37402296,897.8566,9167.243,897.88275,0.34415787,9167.241
V1_neurons__V1_neurons__chemical_synapse,197597200,49867,62482,930,8444.449,904.74994,8444.476,0,8443.614,54,8443.567,9158.037,2,0.65056705,9157.835,4,216,0.32496783,904.85657,0.26586512,906.92126,9157.845,907.0171,0.07271284,9158.014
V1_neurons__V1_neurons__chemical_synapse,197597201,49867,62482,931,8445.719,904.15466,8445.718,3,8445.541,56,8445.527,9159.121,2,0.13752253,9158.135,4,216,0.33801642,904.2338,0.3686896,905.03265,9158.22,905.11176,0.27344778,9159.186
V1_neurons__V1_neurons__chemical_synapse,197597202,49867,62482,934,8427.747,950.3122,8427.793,24,8426.502,75,8426.448,9118.04,2,0.5226959,9119.591,4,221,0.9997087,950.37646,0.9103604,951.87286,9119.528,951.8709,0.57358134,9118.026
V1_neurons__V1_neurons__chemical_synapse,197597421,54379,62482,37,8383.617,1011.14,8383.71,17,8382.745,53,8382.672,9127.064,2,0.69102764,9127.573,4,220,0.84624726,1011.202,1.1453769,1011.93054,9127.531,1011.9578,0.40570465,9127.032
V1_neurons__V1_neurons__chemical_synapse,197597422,54379,62482,37,8408.869,978.2831,8408.85,69,8409.47,38,8409.519,9132.216,2,0.10615085,9133.438,4,221,0.511592,978.2872,0.8611843,978.3436,9133.346,978.30743,0.7841277,9132.122
V1_neurons__V1_neurons__chemical_synapse,197597423,54379,62482,37,8412.142,975.193,8412.094,74,8412.142,43,8412.146,9132.745,2,0.15347685,9131.806,4,221,0.5707979,975.1257,0.277321,974.33435,9131.886,974.3115,0.8299886,9132.833
V1_neurons__V1_neurons__chemical_synapse,197597424,54379,62482,38,8395.685,984.3016,8395.851,16,8393.574,24,8393.429,9149.811,2,3.2554965,9150.613,4,218,0.43247634,984.36316,0.15040182,985.2577,9150.561,985.331,0.66115797,9149.751
V1_neurons__V1_neurons__chemical_synapse,197597425,54379,62482,39,8343.611,1097.8624,8343.504,8,8344.076,5,8344.154,9091.044,2,0.77741677,9092.057,3,175,0.13318115,1097.8754,0.11084688,1097.9615,9091.872,1097.953,0.6517604,9090.887
V1_neurons__V1_neurons__chemical_synapse,197597426,54379,62482,39,8340.158,1095.0111,8340.319,10,8339.816,1,8339.76,9093.395,2,1.0528413,9092.461,3,171,0.6611337,1094.7942,0.8884791,1093.4022,9092.581,1093.3125,0.8189877,9093.441
V1_neurons__V1_neurons__chemical_synapse,197597427,54379,62482,41,8333.433,1083.5774,8333.512,8,8332.758,4,8332.481,9098.897,2,0.31255427,9099.278,3,183,0.28852504,1083.5176,0.9909206,1083.4083,9099.168,1083.347,0.2755826,9098.878
V1_neurons__V1_neurons__chemical_synapse,197597447,55000,62482,2,8332.183,1084.7462,8332.515,28,8330.5205,9,8330.421,9075.103,2,2.045941,9074.871,3,165,0.20794664,1084.7885,0.12883793,1085.6294,9074.881,1085.8038,0.9476091,9075.143
V1_neurons__V1_neurons__chemical_synapse,197597448,55000,62482,10,8329.442,1090.3936,8329.841,0,8327.28,13,8327.171,9072.379,2,2.6916447,9072.586,3,167,0.3183359,1090.4497,0.8526604,1091.5753,9072.575,1091.7386,0.04287732,9072.352
V1_neurons__V1_neurons__chemical_synapse,197597449,55000,62482,10,8327.174,1098.9036,8326.773,3,8329.536,16,8329.664,9070.688,2,0.7061371,9070.8955,3,166,0.20975752,1098.9241,0.91605264,1099.4298,9070.88,1099.2693,0.17506477,9070.698
V1_neurons__V1_neurons__chemical_synapse,197597765,61708,62482,24,8310.796,1107.97,8310.854,20,8309.788,28,8309.635,9109.875,2,0.32321024,9109.627,3,182,0.7757115,1108.0114,0.95185125,1108.2771,9109.66,1108.3317,0.09551692,9109.938
V1_neurons__V1_neurons__chemical_synapse,197597766,61708,62482,24,8305.959,1109.653,8305.902,28,8307.432,34,8307.569,9112.999,2,0.30644023,9113.604,3,182,0.90858096,1109.7114,0.14401582,1110.32,9113.552,1110.3535,0.13155432,9112.922
V1_neurons__V1_neurons__chemical_synapse,197597767,61708,62482,35,8344.562,1131.3778,8344.523,71,8344.64,65,8344.691,9044.331,2,0.68159425,9044.736,3,166,0.7868239,1131.355,0.89090645,1131.3547,9044.619,1131.3501,0.39651743,9044.236
V1_neurons__V1_neurons__chemical_synapse,197597768,61708,62482,63,8351.104,1104.826,8351.049,372,8351.356,12,8351.425,9097.925,2,0.11515671,9097.492,3,174,0.30962417,1104.9045,1.0070783,1105.1145,9097.602,1105.1675,0.8049977,9097.993
V1_neurons__V1_neurons__chemical_synapse,197597769,61708,62482,65,8359.189,1058.051,8359.28,23,8358.144,52,8358.008,9138.172,2,0.41788423,9138.657,4,226,0.40150777,1058.077,0.4330054,1058.2715,9138.601,1058.2936,0.42449272,9138.13
V1_neurons__V1_neurons__chemical_synapse,197597770,61708,62482,161,8330.65,1080.7728,8330.742,60,8329.174,8,8329.08,9052.19,2,0.61167157,9051.851,3,162,0.23251878,1080.7588,0.3091247,1080.5057,9051.875,1080.5435,0.28901392,9052.215
V1_neurons__V1_neurons__chemical_synapse,197597771,61708,62482,161,8331.802,1075.3246,8331.719,72,8331.898,5,8331.93,9051.061,2,0.36434382,9050.987,3,160,0.19499184,1075.2391,0.9095214,1074.611,9051.008,1074.5854,0.3312973,9051.114
V1_neurons__V1_neurons__chemical_synapse,197597772,61708,62482,207,8318.684,1107.0881,8318.765,8,8317.089,4,8316.975,9091.811,2,0.01936823,9093.26,3,181,0.11541053,1107.1633,0.8063998,1108.2413,9093.165,1108.1951,0.96964246,9091.772
V1_neurons__V1_neurons__chemical_synapse,197597773,61708,62482,208,8318.3125,1107.2642,8318.392,0,8317.004,4,8316.906,9091.64,2,0.58537817,9093.317,3,181,0.12050498,1107.3386,1.0036172,1108.4426,9093.204,1108.47,0.003195692,9091.582
V1_neurons__V1_neurons__chemical_synapse,197597774,61708,62482,211,8317.816,1105.0901,8317.743,6,8317.904,2,8317.928,9093.2295,2,0.1521349,9093.534,3,178,0.5542825,1105.2454,0.6390177,1106.0016,9093.4795,1106.0594,0.21406616,9093.27
V1_neurons__V1_neurons__chemical_synapse,197597775,61708,62482,214,8306.19,1067.4694,8306.266,44,8304.509,33,8304.413,9122.038,2,0.5345318,9120.169,3,188,0.7498015,1067.4867,0.062446777,1067.76,9120.272,1067.7828,0.91159445,9122.104
V1_neurons__V1_neurons__chemical_synapse,197598299,70578,62482,61,8368.793,1048.7542,8368.748,28,8369.222,79,8369.288,9161.386,2,0.18722202,9160.464,4,226,0.6166689,1048.8241,0.97208035,1049.2737,9160.573,1049.3136,0.16005595,9161.469
V1_neurons__V1_neurons__chemical_synapse,197600372,111927,62482,32,8328.6,1068.5057,8328.607,24,8328.684,18,8328.709,9124.938,2,0.13638681,9124.784,3,190,0.415456,1068.6403,0.5029692,1068.9254,9124.831,1069.0044,0.10253471,9125.003
V1_neurons__V1_neurons__chemical_synapse,197600373,111927,62482,49,8309.814,1113.4928,8309.778,26,8309.625,16,8309.595,9093.496,2,0.00886143,9093.807,3,181,0.38675,1113.6342,0.0,1114.1831,9093.724,1114.1501,0.93295765,9093.406
V1_neurons__V1_neurons__chemical_synapse,197600374,111927,62482,50,8310.334,1112.6619,8310.233,6,8311.568,14,8311.651,9095.524,2,0.30356094,9094.272,3,181,0.32772073,1112.5402,0.0,1110.7256,9094.352,1110.7079,0.020903349,9095.53
